transaction_amount,transaction_hour,distance_from_home_km,distance_from_last_transaction_km,ratio_to_median_purchase,repeat_retailer,used_chip,used_pin,online_order,cash_withdrawal,card_age_days,device_trust_score,transactions_last_24h,merchant_risk_score,weekend,foreign_transaction,fraud
162.91,3,4.19,1.51,1.559,0,1,0,0,0,824,0.99,2,6.79,0,0,0
25.77,16,15.18,5.78,1.257,0,1,1,1,0,322,0.964,5,24.13,0,0,0
87.95,22,5.65,1.07,0.256,1,1,1,1,0,819,0.852,3,21.78,0,0,0
11.69,19,15.39,15.87,0.812,1,1,1,0,0,503,0.99,5,61.03,1,0,0
8.51,2,49.38,4.73,1.346,1,0,1,0,0,421,0.711,6,55.83,0,0,0
4.42,1,0.59,12.41,1.729,1,0,0,1,0,1035,0.951,4,8.23,0,0,1
47.76,10,2.33,0.33,0.94,1,0,0,1,0,504,0.923,4,28.17,0,1,0
22.1,5,5.93,10.21,1.0,1,0,1,0,0,880,0.668,0,20.98,0,0,0
29.11,21,29.62,0.53,1.367,1,0,1,1,0,1561,0.647,1,18.24,0,1,0
2.55,10,3.67,0.1,0.865,1,1,0,1,1,597,0.552,3,51.11,1,0,1
42.42,16,9.02,25.17,1.739,0,0,1,0,0,10,0.694,4,45.26,0,0,0
79.53,19,14.19,12.43,0.908,0,0,0,0,0,621,0.721,6,12.54,0,0,0
2.35,15,47.39,1.04,1.377,1,1,0,1,0,1417,0.528,6,8.5,0,1,0
8.0,12,38.15,2.75,0.941,1,1,1,1,0,839,0.88,3,31.44,0,0,0
6.71,13,13.7,1.69,1.069,0,1,1,0,0,735,0.494,4,12.62,0,1,0
23.59,11,0.39,4.24,0.756,1,1,1,0,0,1751,0.913,5,30.44,0,0,0
26.84,21,3.06,2.53,1.292,1,1,1,1,0,454,0.717,4,11.03,0,0,0
42.31,10,9.97,11.39,0.976,1,0,0,1,0,545,0.635,3,52.55,0,0,0
16.17,18,3.39,5.51,0.496,1,1,0,1,0,706,0.99,4,36.78,0,0,0
17.66,3,9.95,7.17,0.841,0,1,0,1,0,1311,0.693,5,31.88,0,0,1
21.14,22,3.14,10.43,3.089,0,0,1,0,0,448,0.812,5,32.03,1,0,1
122.94,9,7.05,4.91,1.529,0,1,1,1,0,412,0.618,5,30.04,0,1,0
71.83,12,24.8,6.25,1.119,1,1,1,0,0,376,0.7,1,0.98,0,0,0
72.01,3,36.0,9.79,1.909,0,0,0,1,0,10,0.471,3,28.14,0,0,1
32.0,14,24.65,2.95,0.878,1,1,0,1,0,718,0.514,2,9.63,1,0,0
51.68,20,12.5,8.31,0.597,1,0,0,0,0,1055,0.963,1,32.81,0,0,0
4.89,7,3.25,3.77,0.855,0,0,1,0,0,882,0.878,3,31.05,0,0,0
23.26,19,2.75,4.31,0.52,1,1,0,1,0,1002,0.495,2,29.2,0,0,0
63.52,21,14.58,1.14,1.815,0,1,0,0,0,644,0.782,6,48.08,0,0,0
6.17,16,12.54,4.9,3.064,1,1,1,0,0,481,0.706,3,35.97,1,0,0
33.95,13,4.54,3.05,1.016,1,1,1,0,0,466,0.361,1,31.04,1,0,0
44.61,20,4.58,8.02,1.0,1,1,1,1,0,315,0.512,3,8.16,0,0,0
13.68,15,5.14,15.57,0.549,0,0,1,0,0,699,0.444,3,47.73,0,0,0
12.22,16,8.28,26.78,0.481,1,1,0,0,1,453,0.897,2,13.38,1,0,0
14.92,9,5.54,6.66,0.443,1,1,1,0,0,1330,0.99,4,15.01,0,0,0
47.78,0,1.75,0.19,1.036,1,1,0,0,0,196,0.756,4,58.0,0,0,0
61.23,5,3.79,2.72,2.311,0,1,1,0,0,452,0.462,1,34.58,1,0,0
64.34,8,13.14,4.53,0.982,0,1,0,1,1,229,0.691,2,2.41,0,0,0
9.09,7,8.73,4.8,0.833,1,0,1,1,0,827,0.899,4,44.05,0,0,0
19.62,17,5.05,3.03,1.043,1,0,0,0,0,1172,0.621,5,54.74,0,0,0
26.46,23,10.08,14.29,0.982,1,0,1,0,0,1272,0.744,3,6.6,1,0,0
34.15,5,0.9,18.45,0.543,0,1,1,1,0,811,0.479,1,17.25,0,0,1
13.69,22,1.85,5.82,0.262,1,1,0,1,1,798,0.943,8,38.57,1,0,0
9.68,2,7.04,0.65,0.545,1,1,0,1,0,791,0.811,4,51.86,0,0,0
10.23,15,1.57,11.71,2.186,1,1,0,0,0,685,0.734,0,66.52,1,0,0
26.35,16,0.35,11.85,1.074,1,0,1,1,0,692,0.915,4,27.07,0,0,0
100.08,13,13.9,1.07,1.567,1,1,1,0,0,440,0.518,6,39.33,0,0,0
81.75,11,2.02,3.42,0.381,0,1,1,0,0,742,0.461,0,35.38,0,0,0
22.15,15,37.69,10.37,0.94,1,0,0,1,0,1679,0.706,2,59.42,0,0,0
25.09,21,1.19,1.93,1.281,1,1,0,0,0,364,0.694,1,45.93,0,0,0
41.18,20,1.44,11.88,0.443,1,1,1,1,0,673,0.729,1,24.04,0,0,0
24.83,18,7.43,11.27,2.268,1,1,0,0,0,1021,0.869,3,29.72,0,0,0
92.09,8,0.43,8.78,1.597,1,1,0,0,0,1077,0.694,4,44.13,0,0,0
19.9,21,3.48,18.57,0.742,0,0,0,0,0,75,0.845,1,5.32,0,0,0
26.65,10,30.61,5.87,1.01,1,1,1,0,0,1031,0.777,3,33.43,0,0,0
12.05,16,3.41,24.26,1.283,1,0,0,1,1,530,0.731,0,28.06,0,0,0
37.53,17,21.85,2.65,1.51,0,1,1,0,0,508,0.868,3,19.92,0,1,0
29.44,23,1.46,0.12,0.822,1,1,1,0,1,601,0.686,2,25.3,1,0,0
43.15,20,36.06,45.36,0.572,0,0,0,1,0,10,0.794,3,7.07,0,0,0
14.16,14,17.19,6.16,1.254,1,1,1,0,0,650,0.654,2,11.79,0,0,0
74.35,1,1.99,2.43,1.801,1,0,0,1,0,644,0.938,1,48.78,0,0,0
30.17,3,13.35,22.15,1.01,1,0,0,0,0,504,0.796,4,21.55,1,0,0
31.34,16,4.34,3.38,1.09,0,0,0,1,0,391,0.99,4,65.89,0,0,0
12.4,12,8.21,1.24,1.647,1,1,1,0,1,653,0.554,3,37.96,1,0,0
36.26,12,2.15,3.72,0.626,0,0,1,1,0,326,0.816,4,17.99,0,1,0
32.39,4,6.88,14.28,0.318,0,0,0,1,0,760,0.589,3,18.53,1,0,1
3.71,9,54.66,1.27,0.301,1,0,0,0,0,610,0.428,3,22.56,0,0,0
119.46,4,4.7,12.59,2.802,0,1,0,1,0,259,0.827,2,13.21,0,1,1
15.74,2,0.31,4.94,1.49,1,0,1,0,0,1241,0.793,1,8.86,1,0,0
5.29,11,7.62,2.41,0.746,1,0,0,0,0,997,0.85,4,21.35,1,0,0
45.15,13,10.79,0.21,1.016,0,1,0,0,0,605,0.577,2,24.29,0,0,0
14.78,15,10.33,5.82,1.203,1,0,1,0,1,707,0.374,2,37.34,0,0,0
14.17,4,18.14,12.0,0.954,1,1,0,1,0,1375,0.603,4,51.09,0,0,0
21.48,16,18.54,5.33,1.046,0,0,0,1,0,1182,0.598,3,5.05,0,0,0
15.97,20,15.55,12.9,0.647,1,0,0,1,0,905,0.484,4,30.85,0,0,0
20.66,12,10.54,17.18,0.795,1,1,1,1,0,1080,0.34,6,39.85,0,0,0
29.89,3,22.7,9.62,0.623,0,1,0,0,0,801,0.874,3,35.71,1,1,1
67.97,16,8.56,1.05,0.627,1,0,0,1,0,1401,0.483,3,19.33,0,0,0
9.25,22,35.71,8.53,0.832,0,0,0,1,0,237,0.592,1,27.23,0,0,0
73.46,2,13.91,5.33,0.675,1,0,0,0,0,571,0.805,2,14.44,0,0,0
40.02,6,14.54,14.48,1.673,0,1,1,0,0,798,0.967,6,68.7,0,0,0
18.06,10,30.0,5.89,0.802,0,0,1,0,0,686,0.663,3,49.15,1,0,0
44.92,9,7.17,6.1,1.112,1,1,0,1,0,10,0.271,2,56.5,0,0,0
19.4,22,19.94,0.8,1.662,0,0,1,1,0,683,0.895,3,17.23,0,0,0
47.41,13,3.02,5.0,3.124,1,0,0,1,0,404,0.739,1,26.75,0,0,0
3.9,18,20.25,3.36,0.659,1,0,1,1,0,1240,0.664,2,30.98,0,0,0
104.59,8,7.56,0.28,1.629,1,1,1,1,0,1539,0.99,4,26.91,0,0,0
15.65,15,31.98,15.27,0.851,1,1,0,1,0,711,0.852,5,51.51,1,0,1
21.0,12,26.77,37.19,0.684,0,1,0,0,0,1293,0.812,2,46.58,1,1,0
20.98,4,4.83,8.31,1.597,0,0,0,0,0,342,0.863,4,44.89,1,0,0
48.72,1,2.54,14.0,2.076,1,0,0,0,0,838,0.49,3,26.45,0,0,0
17.24,7,33.25,10.23,1.116,1,1,1,0,0,938,0.78,2,16.62,1,0,0
57.01,8,13.52,14.61,1.382,1,0,0,0,0,610,0.684,2,31.17,0,0,0
28.67,21,17.55,13.76,1.598,0,1,1,0,0,235,0.747,1,24.84,1,0,0
10.55,17,8.12,13.15,0.459,0,0,1,0,1,500,0.76,7,58.06,1,0,1
14.52,14,8.31,22.3,1.297,1,1,1,0,1,529,0.761,0,55.9,0,0,0
13.96,1,0.55,2.09,1.024,1,0,0,1,0,737,0.569,4,27.49,0,0,0
17.75,22,35.67,23.06,0.457,1,1,1,0,0,45,0.801,1,22.47,0,0,0
10.48,7,16.07,4.06,1.399,0,0,0,1,0,1030,0.622,2,8.3,1,0,0
28.93,11,6.96,3.28,3.744,1,0,1,0,1,447,0.468,3,51.91,0,1,0
11.01,15,19.91,21.29,1.401,1,0,1,0,1,563,0.926,2,49.19,0,0,0
31.82,13,33.38,14.41,1.137,1,0,1,1,0,936,0.765,3,30.12,0,0,0
42.29,9,4.26,8.48,4.217,1,0,1,1,0,36,0.774,1,49.56,0,1,0
33.66,16,4.99,16.75,1.08,1,0,1,0,0,448,0.801,6,39.28,0,0,0
3.41,10,1.75,4.12,0.339,1,1,0,0,0,1293,0.784,1,8.88,1,0,0
27.13,20,15.52,2.85,2.905,1,1,0,0,0,169,0.726,2,30.53,0,0,0
49.62,1,14.18,5.48,1.915,0,1,1,1,0,145,0.99,4,14.73,0,0,0
12.43,15,2.38,11.47,0.869,0,1,0,0,0,383,0.447,3,33.3,1,0,0
18.1,11,22.6,1.0,1.244,0,1,1,0,0,729,0.645,2,54.57,0,0,0
45.48,15,10.92,4.89,1.707,1,0,1,1,0,1074,0.586,0,30.32,1,1,0
4.67,6,0.81,0.06,0.383,1,0,1,0,0,10,0.554,3,52.95,0,0,0
36.41,4,83.48,3.46,0.581,0,0,1,1,0,979,0.646,1,22.47,0,0,0
13.91,5,12.6,4.1,1.68,0,0,1,0,0,668,0.455,1,10.86,0,0,0
91.56,14,8.67,8.7,0.715,1,1,0,1,0,735,0.781,7,55.18,0,0,0
71.81,18,15.23,9.33,1.782,0,1,1,1,0,354,0.665,4,3.49,0,0,0
24.24,3,2.48,7.28,0.748,0,1,0,0,0,868,0.785,7,8.37,1,0,0
68.66,13,0.01,2.79,0.859,1,1,0,1,0,919,0.951,6,43.9,0,0,0
8.26,12,19.45,1.95,5.255,0,1,1,1,1,920,0.759,4,34.94,0,1,1
18.92,10,13.13,0.81,0.629,1,1,1,1,0,1249,0.769,1,49.83,0,0,0
48.41,6,9.61,1.28,0.898,1,1,1,0,0,10,0.755,5,60.84,0,0,0
13.11,11,9.61,3.66,0.919,1,1,0,1,1,222,0.452,0,23.41,1,0,0
35.96,8,13.17,8.42,0.542,1,0,1,1,0,174,0.433,4,13.16,0,0,0
86.29,3,5.09,29.34,0.424,1,0,0,0,0,512,0.809,3,22.13,1,0,1
5.55,8,0.59,2.25,1.439,1,0,0,1,0,643,0.187,2,34.29,0,0,0
98.73,8,30.04,8.51,0.955,1,1,0,0,0,372,0.656,1,73.01,0,0,0
2.74,23,0.66,0.11,1.559,1,1,0,0,0,1460,0.673,7,67.8,0,0,0
15.26,16,12.74,14.03,2.431,1,1,0,0,0,822,0.651,3,17.33,0,0,0
38.29,13,5.11,30.39,0.784,1,1,0,0,0,154,0.771,4,17.64,0,0,0
26.67,20,13.04,10.53,1.123,1,1,1,1,0,10,0.771,3,16.72,0,0,0
16.54,4,10.24,6.36,1.019,1,1,0,1,0,10,0.453,3,14.38,0,0,0
18.54,15,3.31,1.32,1.562,0,1,0,1,0,646,0.988,7,15.5,1,0,0
35.05,9,8.66,6.12,0.787,1,0,1,1,1,216,0.709,4,35.05,0,0,0
22.54,16,0.07,0.3,2.286,1,1,0,0,1,646,0.593,0,43.45,0,0,0
24.94,18,1.0,7.53,1.507,1,0,0,1,0,1277,0.918,1,14.21,0,0,1
14.43,4,14.44,3.87,0.474,1,1,0,1,0,1469,0.768,2,14.26,0,0,0
23.48,10,1.97,25.04,1.4,1,1,0,1,0,539,0.92,6,35.47,0,0,0
56.91,3,13.9,3.95,3.166,0,0,0,1,0,545,0.68,3,42.73,1,0,1
16.08,17,0.47,7.76,0.812,0,0,0,0,0,623,0.671,5,12.49,1,0,0
5.8,8,2.26,3.6,0.78,1,1,1,0,0,10,0.712,3,20.93,0,0,0
22.52,10,31.17,0.68,0.7,0,1,1,1,0,22,0.957,4,15.46,1,0,0
5.15,5,13.05,13.17,0.521,0,0,1,0,1,513,0.648,2,32.39,1,0,0
84.23,8,3.86,10.23,0.881,0,0,0,0,1,1090,0.557,2,15.71,0,0,0
34.34,13,19.63,8.86,0.302,0,0,0,1,0,934,0.779,2,36.45,0,0,0
42.85,15,25.45,19.19,3.492,0,1,1,0,0,1103,0.498,4,24.0,1,0,0
23.78,22,9.95,7.42,1.206,0,1,1,0,0,820,0.776,2,73.56,1,0,0
34.41,20,23.05,1.32,0.947,1,0,1,0,0,893,0.578,2,42.24,0,0,0
5.12,3,1.79,8.71,0.807,0,1,0,1,0,843,0.833,4,35.03,0,1,0
18.77,20,3.34,1.87,1.123,1,1,0,0,0,662,0.816,4,10.72,0,0,0
78.57,4,21.08,3.77,1.344,1,0,0,0,1,462,0.866,1,72.16,0,0,1
31.6,1,5.03,16.37,0.663,0,0,1,1,0,519,0.943,3,24.09,0,0,0
35.13,16,4.66,2.26,1.314,1,0,1,1,0,91,0.647,7,18.21,1,0,0
38.68,20,24.88,3.07,0.752,0,1,1,1,0,871,0.99,4,14.37,0,0,0
37.61,2,2.15,2.95,0.629,0,0,1,1,0,442,0.608,2,60.04,0,0,0
27.97,11,39.25,4.27,0.877,0,1,1,1,0,970,0.691,7,23.78,0,0,0
26.62,14,1.49,28.43,0.802,1,1,1,1,0,1017,0.674,6,14.15,0,1,0
33.36,7,25.7,13.04,0.929,0,0,0,1,0,1093,0.744,3,25.05,0,0,0
9.87,14,1.76,1.21,0.557,0,0,0,1,0,48,0.732,4,30.96,0,0,0
61.89,5,1.25,6.06,0.965,1,1,1,1,0,906,0.724,3,54.46,1,0,0
44.52,7,0.92,29.84,1.66,1,0,0,0,0,617,0.918,6,19.47,0,0,0
47.78,14,2.73,26.88,0.762,1,1,1,0,1,873,0.773,5,8.14,1,0,0
105.43,19,5.3,2.99,3.77,1,1,1,0,0,1000,0.536,1,27.3,0,0,0
17.15,4,17.48,20.09,0.38,1,0,1,0,1,1117,0.617,3,22.77,1,0,0
19.6,8,13.09,29.03,0.34,0,1,1,0,0,880,0.658,4,18.34,0,1,0
22.85,1,11.08,13.69,1.462,0,0,1,1,0,1356,0.542,5,40.27,0,0,0
12.63,22,2.23,13.24,1.122,0,0,0,0,1,10,0.817,3,41.05,0,0,0
31.4,22,2.64,5.87,1.703,1,0,1,0,1,645,0.834,2,36.98,0,1,1
62.83,6,5.01,0.67,1.635,1,0,1,0,0,842,0.623,3,7.7,0,0,0
20.79,19,0.25,0.07,1.707,1,1,0,1,0,571,0.825,7,42.88,0,0,0
72.82,12,16.49,7.93,1.271,0,1,0,1,0,418,0.898,5,40.65,0,0,0
28.57,2,2.48,12.51,0.38,1,0,0,0,0,1040,0.887,3,39.21,0,0,0
6.27,16,8.06,3.24,1.066,1,0,0,1,0,1216,0.739,1,23.26,0,0,0
7.62,19,3.98,0.07,0.633,0,0,0,0,0,941,0.937,5,19.49,0,0,0
16.96,22,8.12,9.58,1.439,0,1,0,0,0,505,0.856,1,31.52,1,0,0
21.32,16,4.78,5.4,0.471,1,1,0,0,0,1424,0.572,5,30.55,0,0,0
30.02,4,9.29,0.72,0.591,1,1,0,0,0,388,0.939,2,21.18,0,0,0
35.32,13,0.11,10.05,0.414,0,0,1,1,0,873,0.548,4,52.73,0,0,0
9.17,12,12.19,2.92,0.557,1,0,0,1,1,380,0.725,3,31.19,0,0,0
10.83,6,2.64,2.88,1.033,1,1,1,1,0,507,0.664,5,46.66,1,0,0
45.14,22,5.21,0.48,1.875,0,0,0,0,0,952,0.533,4,20.81,1,0,0
19.17,19,8.99,3.27,1.312,1,1,0,0,0,158,0.953,2,9.26,0,0,0
27.07,6,2.11,18.32,0.92,0,0,1,0,0,464,0.99,4,13.21,0,0,0
13.05,18,3.61,22.47,1.274,1,1,1,0,0,778,0.674,3,8.96,0,0,0
2.44,3,10.19,4.51,2.249,1,0,1,0,0,167,0.746,2,17.4,0,0,0
255.51,18,13.96,32.26,0.694,1,0,0,0,0,509,0.896,6,14.45,0,1,1
36.01,21,6.65,5.97,0.787,0,0,1,0,0,1201,0.534,1,23.18,0,0,0
41.36,13,1.52,4.64,1.981,1,1,0,0,0,339,0.568,1,36.89,0,0,0
9.01,7,3.84,7.45,0.989,1,1,1,0,0,804,0.878,2,30.77,0,0,0
5.23,12,9.14,1.95,1.439,1,1,1,0,1,618,0.753,2,39.28,0,1,0
125.57,8,35.65,1.2,1.207,1,1,0,1,0,1184,0.549,1,31.52,0,0,0
107.94,3,6.05,1.4,0.64,1,1,0,0,0,117,0.566,3,43.06,1,0,0
26.49,3,5.13,7.15,1.291,1,1,1,0,0,1068,0.459,0,29.27,1,1,0
71.34,17,0.7,0.97,0.416,1,1,0,1,0,1382,0.726,6,45.46,0,0,0
49.71,0,13.44,1.55,1.579,0,1,0,0,0,771,0.643,7,31.52,1,1,0
20.67,5,0.14,17.26,1.028,1,0,1,1,0,546,0.609,2,71.76,1,0,0
23.6,2,7.9,5.41,5.61,0,1,0,1,0,1195,0.742,5,20.93,0,1,0
78.4,21,30.78,14.16,1.17,0,1,0,0,0,963,0.383,5,21.71,0,0,0
20.07,18,17.71,35.99,1.545,1,0,1,0,1,954,0.452,2,16.01,0,1,1
114.05,1,15.86,4.28,2.965,1,0,1,0,0,995,0.503,3,27.6,1,0,0
139.83,22,4.52,3.55,0.86,0,1,0,0,0,1061,0.778,7,45.79,0,0,0
18.24,7,5.17,3.07,1.831,1,0,0,1,0,605,0.657,1,18.58,1,0,0
8.07,10,5.16,15.62,2.772,1,1,0,0,1,674,0.658,4,16.02,0,0,1
19.39,2,7.28,1.56,2.249,0,0,0,1,0,10,0.691,4,36.3,0,0,0
52.87,20,3.03,5.23,1.464,1,1,1,0,0,10,0.64,4,13.1,0,0,0
31.65,14,9.3,8.25,0.883,0,0,1,0,0,754,0.714,0,15.87,0,0,0
12.01,15,1.04,1.9,0.989,0,0,0,1,0,12,0.81,3,32.21,0,0,0
27.02,0,2.05,8.3,0.96,1,1,1,1,1,371,0.664,3,42.8,0,0,0
16.61,18,16.37,8.58,0.531,0,1,0,0,0,303,0.751,3,18.09,0,0,0
38.52,2,2.85,1.84,0.538,1,0,1,1,0,209,0.884,1,36.36,0,0,0
15.12,19,2.66,7.09,2.392,1,0,0,1,0,1238,0.376,2,23.47,0,0,0
6.38,21,13.4,0.08,1.606,0,0,1,1,0,698,0.625,4,8.15,1,1,0
2.95,0,5.09,2.32,0.89,1,1,0,0,0,463,0.99,0,27.3,0,0,0
68.81,16,1.29,11.47,3.273,1,0,0,1,0,686,0.742,1,34.8,0,0,0
28.96,13,8.29,22.14,0.615,1,1,0,0,0,680,0.769,5,23.62,0,0,0
33.33,7,0.53,38.54,0.798,1,0,0,0,1,802,0.815,2,53.46,0,0,0
34.84,9,3.05,4.86,1.363,1,0,0,1,0,1165,0.549,1,45.91,0,0,0
12.42,23,6.15,6.81,0.902,0,1,0,0,1,1002,0.653,1,28.59,1,0,0
32.42,12,14.35,18.14,1.934,1,1,1,0,1,325,0.45,5,47.27,1,0,0
114.47,23,5.61,0.37,0.809,1,1,0,0,0,10,0.78,3,16.47,0,1,1
199.86,17,6.4,2.49,0.951,1,1,0,0,0,339,0.856,1,42.16,0,0,0
8.02,8,6.41,2.97,0.309,1,1,0,1,0,923,0.717,3,14.39,0,1,0
65.86,0,10.75,8.24,0.486,1,1,0,0,1,603,0.675,3,36.15,0,0,0
14.16,14,3.4,11.97,0.378,0,0,0,1,1,980,0.754,2,11.23,0,0,0
35.33,2,6.64,0.26,0.449,1,0,0,1,0,1097,0.739,3,53.54,0,1,0
65.44,11,9.62,7.59,2.006,0,1,0,1,0,985,0.36,2,46.46,0,0,1
57.14,0,9.2,1.0,1.45,1,1,1,0,0,872,0.65,4,63.26,1,0,0
15.27,2,1.63,3.37,2.073,0,1,0,0,1,1227,0.784,1,37.83,0,0,0
22.56,9,23.11,7.91,0.844,0,0,1,0,0,1673,0.849,4,25.02,0,0,0
21.48,0,0.04,1.3,1.081,0,1,1,1,0,388,0.985,2,1.74,1,0,0
41.48,0,3.08,1.39,1.262,1,0,0,1,0,504,0.76,1,26.39,0,0,0
21.14,8,16.4,5.26,0.571,0,1,1,1,1,617,0.666,5,61.7,0,0,0
93.49,11,14.66,39.32,0.852,1,1,0,0,1,263,0.527,2,23.74,0,0,1
40.3,5,7.61,4.82,1.839,0,0,1,0,0,478,0.461,1,31.31,0,1,0
35.42,9,5.99,1.65,0.701,1,0,1,0,0,878,0.665,1,16.81,1,0,0
12.62,3,48.54,5.21,1.981,1,1,0,1,0,538,0.669,5,11.69,0,0,0
61.38,18,14.94,0.81,0.761,1,0,1,1,0,437,0.816,1,47.87,1,0,0
3.61,13,0.95,4.14,1.506,1,1,1,0,0,10,0.78,0,16.44,0,0,0
42.73,20,10.48,5.28,1.186,1,1,0,1,0,1503,0.869,5,17.31,0,0,0
8.15,18,27.27,7.58,1.922,0,0,0,0,1,241,0.839,0,19.99,1,0,0
19.45,12,5.92,7.57,1.244,1,0,0,0,0,953,0.711,4,56.29,0,0,0
34.12,2,15.9,10.19,0.701,1,1,1,1,0,400,0.99,4,33.01,0,0,1
119.12,12,34.1,5.65,1.067,1,0,0,0,1,1276,0.894,1,59.58,0,0,0
30.69,0,10.9,6.99,1.245,1,1,1,0,1,1337,0.706,4,22.58,0,0,0
43.47,23,5.25,0.48,0.69,1,1,0,0,0,918,0.661,2,45.54,0,1,0
38.2,21,17.78,17.37,0.316,1,1,1,0,0,67,0.785,4,23.34,1,1,0
30.31,2,43.9,7.19,1.416,1,1,0,1,0,194,0.468,1,43.8,0,0,0
21.91,18,1.36,9.28,0.881,1,0,0,1,0,1448,0.698,2,21.39,0,0,0
144.94,22,6.29,7.67,0.606,1,0,0,0,0,400,0.642,2,18.0,1,0,0
24.79,20,5.95,7.01,0.943,1,1,0,1,0,1584,0.887,2,14.22,0,0,0
28.76,23,28.23,6.45,0.507,1,1,0,0,1,531,0.617,4,9.95,0,0,1
15.24,11,16.9,3.46,0.979,1,1,0,0,0,849,0.539,2,19.4,0,0,0
17.87,0,3.83,13.75,2.603,0,1,0,1,0,1448,0.677,4,57.12,1,1,0
80.14,0,8.25,6.77,2.597,1,1,0,0,0,10,0.653,7,39.26,1,0,0
25.18,9,5.66,0.59,1.175,1,0,1,0,0,1460,0.679,4,56.61,1,1,0
4.78,17,0.97,4.89,0.629,1,0,1,1,0,597,0.572,2,8.85,1,0,0
271.67,15,11.84,13.7,0.765,0,0,1,0,1,716,0.712,1,47.77,0,0,0
15.33,18,23.7,0.09,2.971,1,0,0,0,0,928,0.81,4,27.42,0,0,0
19.21,12,1.26,1.31,0.576,1,1,0,1,0,1080,0.659,4,24.23,1,0,0
31.76,22,18.3,0.04,1.55,1,1,0,0,0,413,0.552,1,16.0,0,0,0
36.45,9,2.04,5.91,1.081,1,0,0,0,0,846,0.878,5,28.19,0,0,0
22.97,16,4.08,3.86,3.198,1,0,0,1,0,681,0.71,2,26.0,0,0,0
106.32,4,8.48,3.36,0.894,1,0,0,0,0,788,0.908,4,18.83,0,1,0
10.48,3,6.91,1.75,0.813,1,0,0,1,0,10,0.488,5,23.03,0,0,1
6.11,8,2.02,1.93,0.723,0,0,0,0,0,1190,0.832,3,11.95,0,0,0
27.84,2,4.05,11.5,1.106,1,0,0,1,0,900,0.592,3,15.9,0,0,0
3.8,21,0.4,7.51,0.897,1,0,1,0,0,281,0.53,2,21.16,0,0,0
49.79,18,7.91,5.48,0.373,1,1,0,0,0,563,0.761,1,31.24,0,0,0
402.44,14,2.18,9.4,0.977,1,0,1,1,0,1236,0.847,4,18.19,0,0,0
10.59,0,13.18,16.94,0.421,1,0,1,0,0,844,0.603,3,7.64,0,0,0
70.32,8,11.09,21.08,0.743,1,1,0,1,0,992,0.678,1,18.19,0,1,0
12.03,10,10.02,7.65,0.366,1,1,0,0,1,557,0.627,2,22.08,0,0,0
62.37,10,1.39,4.48,1.585,1,1,1,1,0,10,0.862,5,28.54,0,0,0
129.73,20,17.7,6.55,0.753,1,1,0,0,1,681,0.592,5,41.62,0,0,0
16.65,1,12.76,1.32,1.243,0,1,0,0,0,995,0.667,2,32.28,0,0,0
19.7,1,38.35,15.75,2.242,0,0,1,0,0,1377,0.927,5,38.8,0,0,0
31.94,3,19.27,3.23,2.646,1,0,1,0,0,699,0.727,3,52.32,0,0,0
23.62,17,25.69,11.16,1.702,1,1,0,0,0,134,0.501,0,53.25,0,0,0
2.61,5,4.98,4.68,1.625,1,1,1,0,0,667,0.906,2,52.83,1,0,0
31.58,17,1.23,2.86,0.82,0,1,0,1,0,432,0.67,5,39.24,0,0,0
15.82,16,4.92,8.8,1.325,1,0,0,0,0,1629,0.444,3,46.62,1,0,0
36.6,12,1.29,3.03,1.141,1,1,0,1,0,805,0.577,3,30.52,1,0,0
25.17,8,0.63,13.02,2.112,1,1,1,0,0,245,0.613,3,24.52,0,0,0
139.02,10,7.61,0.89,2.408,1,1,0,0,0,532,0.83,4,29.3,1,0,0
65.03,21,3.54,9.74,0.598,1,1,1,0,0,611,0.549,5,26.05,0,0,0
92.2,9,11.05,8.52,0.729,1,0,0,0,1,771,0.773,1,27.4,1,0,0
34.58,13,4.68,28.58,0.733,1,1,1,0,0,724,0.641,2,43.7,0,0,0
28.07,9,8.89,6.78,1.233,1,1,1,0,0,605,0.647,3,15.56,0,0,0
3.88,13,1.23,22.17,0.362,0,0,0,0,0,797,0.769,2,53.35,1,0,0
24.73,11,51.14,2.81,0.742,1,0,0,0,0,1216,0.689,2,21.47,1,0,0
6.62,16,12.68,21.15,0.589,1,1,0,1,0,733,0.917,4,31.37,1,0,0
11.04,11,14.96,0.51,0.764,1,0,1,0,0,992,0.312,2,11.06,0,0,0
23.97,11,6.3,13.01,2.509,1,1,1,0,0,723,0.476,2,66.29,0,0,0
16.53,13,26.73,11.69,1.523,0,0,0,0,0,762,0.526,3,33.39,0,0,0
48.87,15,9.12,4.18,1.067,0,1,1,0,0,584,0.569,3,21.08,0,0,0
102.74,23,21.76,11.35,1.075,1,0,0,1,0,481,0.814,6,69.14,0,0,1
35.08,10,12.87,5.39,1.55,1,1,0,0,0,691,0.783,3,14.72,1,0,0
6.42,17,1.22,3.45,1.49,1,1,1,0,0,416,0.764,4,30.91,0,0,0
98.47,18,29.49,1.75,0.659,1,1,1,0,0,977,0.565,2,18.88,0,0,0
77.5,11,28.46,15.26,0.352,0,0,1,1,0,902,0.865,2,29.41,0,0,0
17.5,19,0.11,4.63,0.717,1,0,0,0,0,815,0.875,5,40.93,0,0,0
23.38,10,4.09,5.28,0.947,1,1,0,1,0,735,0.787,2,21.04,1,0,0
